Source identifier,Date located,Title,Citation,DOI or repository identifier,Publication or repository page,Source file URL,Published file name,Date accessed,Source file SHA-256,Published rights or license terms,Location of rights or license terms,Reuse permitted by published terms,Disease or diseases,Germplasm detail,Phenotype detail,Assay or field context,Relationship to measurements in other reports,Scientific use,Starting publication identifiers,Starting publication titles,Citation-tracing depth,Matching source identifiers
onegen_0314,2026-07-14,Survey of the Prevalence and Incidence of Foliar and Panicle Diseases of Sorghum Across Production Fields in Niger,Survey of the Prevalence and Incidence of Foliar and Panicle Diseases of Sorghum Across Production Fields in Niger (2020),10.3923/ppj.2020.106.113,https://doi.org/10.3923/ppj.2020.106.113,,main article tables,,,,Https://doi.org/10.3923/ppj.2020.106.113,,Multiple sorghum diseases,Observations from individually identified production fields,Field-survey summaries provide regional disease context,Epidemiological context,Survey evidence provides regional disease context,Literature context,prombib_113; prombib_137; prombib_138; prombib_151; prombib_174,"A genome-wide association study of Nigerien and Senegalese sorghum germplasms of Exserohilum turcicum, the causal agent of leaf blight; A survey of the major sorghum production regions for foliar and panicle diseases during the 2022 growing season in Senegal, West Africa; Correlations among agronomic traits obtained from sorghum accessions planted in a field infected with three important fungal diseases; Genomic analysis of resistance to Exserohilum turcicum in Nigerien and Senegalese sorghum using GWAS and machine learning; The occurrence and distribution of sorghum diseases in major production regions of Senegal, West Africa",1,prom_niger_disease_survey_2020
onegen_0315,2026-07-14,Susceptibility to ergot in Zimbabwe of sorghums that remained uninfected in their native climates in Ethiopia and Rwanda,Susceptibility to ergot in Zimbabwe of sorghums that remained uninfected in their native climates in Ethiopia and Rwanda,10.1111/j.1365-3059.1994.tb00549.x,,,,2026-07-14,,,,,,,,,,Literature context,prombib_029; prombib_047,"Evaluation of Sorghum Germplasm from China against Claviceps africana , Causal Agent of Sorghum Ergot; Sorghum pathology and biotechnology - a fungal disease perspective: Part I. Grain mold, head smut, and ergot",1,
onegen_0316,2026-07-14,"Tenkouano A (1993) Genetic and ontogenic analysis of anthracnose resistance in Sorghum bicolor (L.) Moench. Ph.D. Dissertation, Texas A&M University, College Station, TX","Tenkouano A (1993) Genetic and ontogenic analysis of anthracnose resistance in Sorghum bicolor (L.) Moench. Ph.D. Dissertation, Texas A&M University, College Station, TX",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_031; prombib_066,"Inheritance and molecular mapping of anthracnose resistance genes present in sorghum line SC112-14; Molecular mapping of Cg1, a gene for resistance to anthracnose (Colletotrichum sublineolum) in sorghum",1,
onegen_0317,2026-07-14,Tenkouano A.1993.Genetic and ontogenic analysis of anthracnose resistance inSorghum bicolor(L.) Moench. Ph.D. diss. Texas A&M Univ. College Station TX.,Tenkouano A.1993.Genetic and ontogenic analysis of anthracnose resistance inSorghum bicolor(L.) Moench. Ph.D. diss. Texas A&M Univ. College Station TX.,,,,,2026-07-14,,,,,,,,,,Literature context,prombib_086,Genome-wide association mapping of anthracnose (Collectotrichum sublineolun) resistance in the U.S. sorghum association panel,1,
onegen_0318,2026-07-14,Testing of sorghum varieties for reaction to charcoal rot.,Testing of sorghum varieties for reaction to charcoal rot.,,,,,2026-07-14,,,,,,,,,,Literature context,prombib_055,"Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew",1,
onegen_0319,2026-07-14,"Thakur, R.P., Rao, V.P., Reddy, B.V.S. and Reddy, S.P. (2007) Grain Mold. In: Thakur, R.P., Reddy, B.V.S. and Mathur, K., Eds., Screening Techniques for Sorghum Diseases, ICRISAT, Patancheru, 5-14.","Thakur, R.P., Rao, V.P., Reddy, B.V.S. and Reddy, S.P. (2007) Grain Mold. In: Thakur, R.P., Reddy, B.V.S. and Mathur, K., Eds., Screening Techniques for Sorghum Diseases, ICRISAT, Patancheru, 5-14.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_147,Reaction of sorghum differentials to grain mold infection in Puerto Rico,1,
onegen_0320,2026-07-14,"Thakur, R.P., Rao, V.P., Reddy, B.V.S. and Reddy S.P. (2007) Grain Mold. In: Thakur, R.P., Reddy, B.V.S., Mathur, K., Screening Techniques for Sorghum Diseases , ICRISAT, 5-14.","Thakur, R.P., Rao, V.P., Reddy, B.V.S. and Reddy S.P. (2007) Grain Mold. In: Thakur, R.P., Reddy, B.V.S., Mathur, K., Screening Techniques for Sorghum Diseases , ICRISAT, 5-14.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_171,Agronomic traits of sorghum cultivars from the US and Senegal and their response to grain mold infection,1,
onegen_0321,2026-07-14,"Thakur, R.P., Reddy, B.V.S., and Mathur, K. (2007). Grain mold. Screening Techniques for Sorghum Diseases, Bull. 76; ICRISAT.","Thakur, R.P., Reddy, B.V.S., and Mathur, K. (2007). Grain mold. Screening Techniques for Sorghum Diseases, Bull. 76; ICRISAT.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_150,"Association and interrelationship among agronomic traits and fungal diseases of sorghum, anthracnose and grain mold",1,
onegen_0322,2026-07-14,"Thakur, R.P., Reddy, B.V.S., and Mathur, K. (2007). Head Smut in 2007. Screening Techniques for Sorghum Diseases. Information Bulletin No. 76, International Crops Research Institute for the Semi-Arid Tropics. Patancheru 502 324.","Thakur, R.P., Reddy, B.V.S., and Mathur, K. (2007). Head Smut in 2007. Screening Techniques for Sorghum Diseases. Information Bulletin No. 76, International Crops Research Institute for the Semi-Arid Tropics. Patancheru 502 324.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_169,Unveiling the potential role of dhurrin in sorghum during infection by the head smut pathogen sporisorium reilianum f. sp. reilianum,1,
onegen_0323,2026-07-14,"Thakur, R.P., Reddy, B.V.S., and Mathur, K. (2007). Screening Techniques for Sorghum Diseases, International Crops Research Institute for the Semi-Arid Tropics. [1st ed.]. Information Bulletin No. 76.","Thakur, R.P., Reddy, B.V.S., and Mathur, K. (2007). Screening Techniques for Sorghum Diseases, International Crops Research Institute for the Semi-Arid Tropics. [1st ed.]. Information Bulletin No. 76.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_137; prombib_145,"A genome-wide association study of Nigerien and Senegalese sorghum germplasms of Exserohilum turcicum, the causal agent of leaf blight; Inoculation and screening methods for major sorghum diseases caused by fungal pathogens: Claviceps africana, Colletotrichum sublineola, Sporisorium reilianum, Peronosclerospora sorghi and Macrophomina phaseolina",1,
onegen_0324,2026-07-14,"Thakur RP, Rao VP, Reddy BVS, Sanjana Reddy P (2007) Grain mold. In: Thakur RP, Reddy BVS, Mathur K (eds) Screening techniques for sorghum diseases, vol Bulletun # 76. International crops research institute for the semi-arid tropics, Patancheru, India","Thakur RP, Rao VP, Reddy BVS, Sanjana Reddy P (2007) Grain mold. In: Thakur RP, Reddy BVS, Mathur K (eds) Screening techniques for sorghum diseases, vol Bulletun # 76. International crops research institute for the semi-arid tropics, Patancheru, India",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_161,The NPGS Sudanese sorghum core collection encloses novel grain mold resistant germplasm,1,
onegen_0325,2026-07-14,"Thakur RP, Rao VP, Sanjana RP (2007) Downy mildew In: Thakur RP, Reddy BVS, Mathur K (eds) Screening techniques for sorghum diseases. Information Bulletin No. 76. International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), Patancheru 502324, Andhra Pradesh, pp 31–39","Thakur RP, Rao VP, Sanjana RP (2007) Downy mildew In: Thakur RP, Reddy BVS, Mathur K (eds) Screening techniques for sorghum diseases. Information Bulletin No. 76. International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), Patancheru 502324, Andhra Pradesh, pp 31–39",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_063,"Evaluation of Gambian and Malian sorghum germplasm against downy mildew pathogen, Peronosclerospora sorghi, in Mexico and the USA",1,
onegen_0326,2026-07-14,"Thakur RP, Reddy BV, Mathur K. editors. 2007. Screening techniques for sorghum diseases. Information Bulletin No. 76. Andhra Pradesh (India): International Crops Research Institute for the Semi-Arid Tropics; pp. 92.","Thakur RP, Reddy BV, Mathur K. editors. 2007. Screening techniques for sorghum diseases. Information Bulletin No. 76. Andhra Pradesh (India): International Crops Research Institute for the Semi-Arid Tropics; pp. 92.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_123,"Pathogenic variability of Colletotrichum sublineolum isolates on sorghum differentials under greenhouse conditions in Jimma, Ethiopia",1,
onegen_0327,2026-07-14,The Association of Genes Controlling Caryopsis Traits with Grain Mold Resistance in Sorghum,The Association of Genes Controlling Caryopsis Traits with Grain Mold Resistance in Sorghum,10.1094/phyto-83-490,,,,2026-07-14,,,,,,,,,,Literature context,prombib_022; prombib_037; prombib_045; prombib_059; prombib_130,"Comparing the effects of grain weathering and presence of fungal communities on waxy and non-waxy sorghum hybrids grown across texas; Evaluation of the Ugandan sorghum accessions for grain mold and anthracnose resistance; Expression of pathogenesis-related protein PR-10 in sorghum floral tissues in response to inoculation with Fusarium thapsinum and Curvularia lunata.; Response of near isogenic sorghum lines, differing at the P locus for plant color, to grain mold and head smut fungi; Seed Mycoflora for Grain Mold from Natural Infection in Sorghum Germplasm Grown at Isabela, Puerto Rico and their Association with Kernel Weight and Germination",1,
onegen_0328,2026-07-14,The Effect of Johnsongrass (Sorghum halepense) Control Method on the Incidence and Severity of Virus Diseases in Glyphosate-Tolerant Corn (Zea mays) 1,The Effect of Johnsongrass (Sorghum halepense) Control Method on the Incidence and Severity of Virus Diseases in Glyphosate-Tolerant Corn (Zea mays) 1,10.1614/0890-037x(2003)017[0503:teojsh]2.0.co;2,,,,2026-07-14,,,,,,,,,,Literature context,prombib_116,Diseases of Johnsongrass ( Sorghum halepense ): possible role as a reservoir of pathogens affecting other plants,1,
onegen_0329,2026-07-14,The effects of cropping history on grain sorghum yields and anthracnose severity in Arkansas,The effects of cropping history on grain sorghum yields and anthracnose severity in Arkansas,10.1016/j.cropro.2009.04.008,,,,2026-07-14,,,,,,,,,,Literature context,prombib_061; prombib_066,Assessments of genetic diversity and anthracnose disease response among Zimbabwe sorghum germplasm.; Inheritance and molecular mapping of anthracnose resistance genes present in sorghum line SC112-14,1,
onegen_0330,2026-07-14,The efficacy of marker-assisted-selection for grain mold resistance in sorghum,The efficacy of marker-assisted-selection for grain mold resistance in sorghum,,,,,2026-07-14,,,,,,,,,,Literature context,prombib_047,"Sorghum pathology and biotechnology - a fungal disease perspective: Part I. Grain mold, head smut, and ergot",1,
onegen_0331,2026-07-14,The Impact of Weather Conditions on Response of Sorghum Genotypes to Anthracnose (Colletotrichum sublineola) Infection,The Impact of Weather Conditions on Response of Sorghum Genotypes to Anthracnose (Colletotrichum sublineola) Infection (2015),10.9734/AJEA/2015/14589,https://doi.org/10.9734/AJEA/2015/14589,,main article tables,,,,Https://doi.org/10.9734/AJEA/2015/14589,,Anthracnose,Sorghum genotypes,Disease-response values for candidate genotypes across environments,,,Literature context,prombib_110; prombib_113; prombib_121; prombib_138; prombib_139,"A survey of the major sorghum production regions for foliar and panicle diseases during the 2022 growing season in Senegal, West Africa; Frequency of isolation of four fungal species colonizing sorghum grain collected from six lines in an anthracnose-infected field; RNA-Sequencing in Resistant (QL3) and Susceptible (Theis) Sorghum Cultivars Inoculated With Johnsongrass Isolates of Colletotrichum sublineola.; Screening sorghum accessions for resistance against anthracnose and grain mold through inoculating with pathogens; The occurrence and distribution of sorghum diseases in major production regions of Senegal, West Africa",1,prom_weather_anthracnose_genotypes_2015
onegen_0332,2026-07-14,The inheritance of anthracnose (Colletotrichum sublineola) resistance in sorghum differential lines QL3 and IS18760,The inheritance of anthracnose (Colletotrichum sublineola) resistance in sorghum differential lines QL3 and IS18760 (2021),10.1038/s41598-021-99994-3,https://doi.org/10.1038/s41598-021-99994-3,,article and supplementary files,,,,Https://doi.org/10.1038/s41598-021-99994-3,,Anthracnose,"QL3, IS18760 and segregating progeny",Disease-response values for candidate lines and segregating progeny,,Distinct inheritance experiment used for genetic context,Literature context,prombib_140; prombib_145,"Genetic diversity and classification of Colletotrichum sublineola pathotypes using a standard set of sorghum differentials; Inoculation and screening methods for major sorghum diseases caused by fungal pathogens: Claviceps africana, Colletotrichum sublineola, Sporisorium reilianum, Peronosclerospora sorghi and Macrophomina phaseolina",1,prom_ql3_is18760_anthracnose_inheritance_2021
onegen_0333,2026-07-14,The inheritance of resistance in sorghum to leaf anthracnose.,The inheritance of resistance in sorghum to leaf anthracnose.,10.2134/agronj1950.00021962004200010006x,,,,2026-07-14,,,,,,,,,,Literature context,prombib_014; prombib_023,"Evaluation of Malian Sorghum Germplasm for Resistance Against Anthracnose; Variation for Anthracnose Resistance within the Sorghum Germplasm Collection from Mozambique, Africa",1,
onegen_0334,2026-07-14,"The inheritance of resistance to Colletotrichum graminicola in grain sorghum, Sorghum bicolor","The inheritance of resistance to Colletotrichum graminicola in grain sorghum, Sorghum bicolor",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_031; prombib_055,"Molecular mapping of Cg1, a gene for resistance to anthracnose (Colletotrichum sublineolum) in sorghum; Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew",1,
